title,text,date
https://www.sikayetim.com/detay/341471/garanti-bankasi-kotu-ve-basarisiz-hizmet-ve-musteriye-uygunsu-davranis,"Sayın yetkili,


Ben Alpay GUL, 2019 yilinda kurulmus ve yaklasik yillik cirosu 10 milyon TL olanTrion metal Ltd. Sti. Sahibiyim.
30.10.2021 tarihinde Garanti BBVA osmaniye subesine sirket hesabi actirmak icin eksiksiz tum evraklarla basvuru yaptik, yaklasik 2 saat boyunca hesabin acilabilmesi icin bekledik, daha sonradan sirket hesabi olduğu icin evrakl... ",06 Aralık 2021
https://www.sikayetim.com/detay/341346/halkbank-yurt-disi-harcamada-ayni-gun-yapilan-iki-harcamaya-farkli-kur-uygulamasi,"Türkiye Halk Bankasından  kullandığım 0374 ile biten kredi kartımdan aşağıdaki tarihlerde yurt dışı harcama yaptım.
   1- 22.11.2021 yapılan harcama 6000 usd olup, komiyon dahil 69563.40 TL karta borç kaydedilmiş. uygulanan kur  komisyon dahil 11,5939 TL dir.
   2- 22.11.2021 yapılan harcama 5200 usd olup,komisyon dahil 69683.64 TL borç kaydedilmiş. uygula... ",25 Kasım 2021
https://www.sikayetim.com/detay/341201/ziraat-bankasi-eft-sorunu,"Ziraat Bankası ATM sinden yatirdigim para ATM tarafından yutuldu 4 aydır ziraat bankası parami vermiyor çok mağdur oldum, maalesef banka şikayetlerime karşı duyarsız ilgilenen yok mağduriyetimin giderilmesini istiyorum..... ",12 Kasım 2021
https://www.sikayetim.com/detay/341004/ing-bank-eksik-bilgi-bahanesiyle-hesap-limitleme,"Merhaba,
Dün yurt dışına Swift göndermeye çalışırken sorun yaşadım. Bankayı aramam üzerine sistemde eskik bilgi bulunduğundan işlemlerimin kısıtlandığını bu sebeple şubeye gitmem gerektiği bildirildi. Bu esnada çalıştığım banka iki kez lokasyon ve şube değiştirdi ve bulunduğu yer bana hiç yakın değil. İşlerine geldiği her konuyu dijital olarak çözebilmeleri... ",26 Ekim 2021
https://www.sikayetim.com/detay/340682/ing-bank-yetersiz-ve-eksikli-bankacilik-hizmetleri,"Bankanin cok eski musterisi olmama ragmen;banka ile calisirken herhangi bir sorunla karsilasmama ragmen,kkb rapuru notu yuksek olmasina ragmen;diger banalardan limit dusurumu yapilmasina ragmen;hala bdk kurallarini ve bankanin kriterlerini one surerek;son 3 yildir tum kredili urun taleplerime olumsuz cevap vermeye devam etmektesiniz..Bu durumda sizden urun v... ",07 Eylül 2021
https://www.sikayetim.com/detay/340561/yapi-kredi-bankasi-uyelik-ucreti,Kart ücreti adı altında 181.50 TL kesinti yapmışlar iptalini istiyorum.Yapı krediden şikayetim var.Kart ücretinin iptal edilmesini istiyorum. Bu ücreti ödemek istemiyorum.... ,17 Ağustos 2021
https://www.sikayetim.com/detay/340331/yapi-kredi-bankasi-haksiz-hesap-isletim-ucreti,Yapı Kredi bankasının maaş müşterisiyim maalesef ve maaş müşterisi olduğum bankanın borsa işlemlerinin yapıldığı yatırım hesabım için mevduat hesabımdan hiçbir bilgim olmadan 55 TL çekilmiş. Aylardır kullanmadığım yatırım hesabım için haksızca çekilen bu paranın geri iadesini talep ediyorum.... ,03 Temmuz 2021
https://www.sikayetim.com/detay/340097/denizbank-kredi-karti-yillik-uyelik-ucreti,Kullanmakta olduğum Denizbank bonus kredi kartı (5298 76** **** 7407) çin 09 Mayıs 2021  de 79tl yıllık üyelik ücreti kesildi. Müşteri hizmetlerini aradım fakat ücret iadesi yapılamayacağı söylendi. Ben bu kesintiyi adil bulmuyorum ve banka müşterilere göre farklı uygulama yapıyor. Aynı kartı kullanan bazi arkadaşlarıma iade yapıldı ama benim kabul edilmedi.... ,01 Haziran 2021
https://www.sikayetim.com/detay/339844/yapi-kredi-bankasi-yapi-kredi-bankasinin-guvenlik-paranoyasi,"Yapı Kredi Bankası'nın paranoyak güvenlik manyaklığı ile ilgili mağduriyet yaşamaktayım. (1) Mart ayının 4 ünde Turkcell telefon faturası ödeme talimatı vermek gafletinde bulundum. Turkcell bir çekim denemesi yaptı. 1-2 saat sonra güvenlik nedeni ile tek şifreniz iptal edilmiştir mesajı geldi. Şubede 1,5 saat uğraştıktan sonra muhteşem Yapı Kredi bana şifrem... ",26 Nisan 2021
https://www.sikayetim.com/detay/339723/akbank-kart-aidati,Merhaba ben Mücahit yıldırım 5571**** **** **** xxx nolu kartı 18 yıldır kullanmaktayım bugüne kadar aidat ödemedim ve ödemekte istemiyorum itarazda bulundum olumsuz sonuçlandı. Aktif olarak çalıştığım tek banka başka banka kartım yok bunun gözönüne alınmasını istiyorum kart aidatının iptalini talep ediyorum yoksa kartı kapattırıcağım acil ve olumlu dönüş be... ,12 Nisan 2021
https://www.sikayetim.com/detay/339642/garanti-bankasi-kredi-karti-iptal-islemi,24.03.2021 tarihinde Çiçek Sepeti yapmış olduğum 88.79 TL alışverişi 25.03.2021 tarihinde iptal etmeme rağmen kredi kartıma yansıtılmıştır. Müşteri hizmetlerini defalarca aramama rağmen sorun cozulememistir. Acilen paramın kartıma iadesini rica ediyorum. Banka Referans No: 1529****31 ... ,02 Nisan 2021
https://www.sikayetim.com/detay/339505/finansbank-zoraki-sigortalar,Merhaba qnb finansbank fix kartımla birkaç defa nakit avans kullanmam gerekti atm den.Sigortayı onaylamazsan  menüde ilerleyemiyorsun mecburen okeyliyorsun ve her seferinde 65 tl ile 70 tl küsür sigorta parası yaziyor.Zor durumumdan yararlanılarak kullandığım nakit avanslardan sonra yapılan veya yapılacak tüm sigortaların iptalini talep ediyor kesilen veya k... ,17 Mart 2021
https://www.sikayetim.com/detay/339345/akbank-akbank-internet-bankacilig,Akbank İnternet Bankacılığına Sabah Giriş Yaptım Daha Sonra Tekrar Giriş Yapmak İstediğimde Akıllı Sms Kodu Gelmedi Akbankı Aradım. Hiç Yardımcı Olmak İstemiyorlar Hesabıma Ulaşamıyor İşlem Yapamıyorum Akbank Sonunda Bunu Da Yaptı Ya Bakalım Sırada Hangi Olumsuzluk Var.... ,25 Şubat 2021
https://www.sikayetim.com/detay/339253/akbank-kart-uyelik-ucret-iptali,"Bankanız Nezdinde Kullanmış Olduğum ....5485 Numaralı Wings Kredi Kartımdan Çekilen 196,00 Tl Tutarındaki Üyelik Ücretinin Kartıma İadesini Talep Eiyorum. ... ",11 Şubat 2021
https://www.sikayetim.com/detay/338996/garanti-bankasi-kart-ucretleri,Kredi kartıma yansıtılan yıllık aidatın iadesini istiyorum.Sürekli bu sorunu yaşamaktan bıktım.Kredi Kartını kullandıkça kazanç sağladığınız halde birde her yıl kart ücreti ödemek zorunda kalıyoruz.Şikayetim var.Lütfen yetkililer kart aidatımın iptali konusunda yardımcı olsunlar.... ,05 Ocak 2021
https://www.sikayetim.com/detay/338822/akbank-akbanka-guvendik-satici-firma-magdur-etti,31.10.2020 tarihinde ardıç kitap evi sitesinden kızım için kitap siparişi verdim.200 tl ödedim.Fakat daha sonra firma dijital kitap yolla maya kalktı.dijital kitap istemediğimi çünkü evimde bilgisayar olmadığını söyledim.Bana kağıda basılı kitap yollayın yoksa paramı geri verin dedim.elimde görüşme kaydı var.Ama firma kabul etmedi.3 gün sonra akbank a harcam... ,03 Aralık 2020
https://www.sikayetim.com/detay/338495/turkiye-is-bankasi-a-s-yillik-kart-aidat-ucreti,Müşteri hizmetleri arıyorum sizi o birime aktarıyorum diyorum bekliyorum aktarıyorlar TAHMINI BEKLEME SÜRENİZ 30 DAKIKANIN ÜSTÜNDEDİR DİYOR böyle bir BEKLEME süresi olurmu ya sırf beklemeyelim diye böyle birşeyin yapılmasıda hiç hoş değil böyle bir bankaya hiç YAKIŞMIYOR ..... ,07 Ekim 2020
https://www.sikayetim.com/detay/338307/turkiye-is-bankasi-a-s-hesabima-bloke,Merhabalar; Eşim iş bankasından kredi çekmek için talepte bulundu benim de bilgilerim alındı. Benim adıma iş bankası hesbıma 2005 yılında bir bloke konulduğu söylendi dosya numarsı verildi yaklaşık bşr haftadan beri dosya no araştırmaktayım. Böyle bir dosya bulunamıyor haksız yere hesabıma bloke konulmuş ve banka hangi kurumun koyduğunu söylemiyor. Şişli 4 i... ,10 Eylül 2020
https://www.sikayetim.com/detay/338116/halkbank-yanlis-bilgi-verme,"Merhabalar, Halkbank adına haziranda vadeliye para yatırdım. İlk faizini çektim daha sonra paramı çekerken gişe memuruna gelecek ayki faizini sordum aynısı olacak ve aynı parayı alacaksınız dedi. Başka bir işlem yapmama gerek var mı dediğimde hayır dedi. Bu ay faizi in 3.5 e düştüğünü söylediler ve aldığım faizin çok daha düşündüğünü ödediler. Ben 60 kusur y... ",20 Ağustos 2020
https://www.sikayetim.com/detay/337763/denizbank-iptal-kartin-aidati,Mobil bankacılığa girdim kartınız bulunmamaktadır yazıyor şaşırdım bir de PC den bakayım dedim kartım iptal olmuş kaç yıldır kullanıyorum bilmiyorum bazı talimatlarım vardı tabii iptal ettim çünkü ödeme yapılmayacak ben yine mağdur olacaktım eksterye baktım kart aidatını kesmişler hem kartı iptal ediyorlar hem de kart aidatı kesiyorlar bu aidatın bana geri ö... ,14 Temmuz 2020
https://www.sikayetim.com/detay/337596/ziraat-bankasi-temel-destek-kredi,4 Nisan  tarihinde  yapilan  temel  destek  kredi  basvuru  yaptim.  Ama  basvuru  sonucu  yaklasik  3 ay  olmasina ragmen hala degerlerdiriliyor.  Ziraatbank  sikayetim  bildirdim   hala degerlerdiriliyor  3 ayda bir kredi basvuru  sonucu  belli olmaz mı? Ben emekli  maasimi ziraatbank  tan  aliyorum  onun  icin  ziraatbank  basvuru  yaptim  ama  basvuru  y... ,01 Temmuz 2020
https://www.sikayetim.com/detay/337329/akbank-cozulemeyen-puan-problemi,8 Haziran da Akbankın 1000 TL üzeri www.n11.com harcamasına 50 TL puan kampanyasına katıldım.1178 TL'lik alışverişide yaptım.ama puan gelmedi.önceden anında puan yüklenirdi.işin garip yani axess uygulamasında puan kazandınız mesajı var ama bankacılık işlemlerine girince puan sıfır çıkıyor.hemen müşteri hizmetlerini konuyu yazdım dosya açıldı.ama yaklaşık 1 h... ,13 Haziran 2020
https://www.sikayetim.com/detay/337102/turkiye-is-bankasi-a-s-morhipo-indirim-kodu-gecersiz,Maksimum mobil kampanyası olarak temin ettiğimiz kod morhipo sitesinde geçersiz kod olarak geçmektedir. Kullanılamamaktadır. 31 mayıs son tarihli bu kampanyadan yararlanamadım. Morhipo ve iş bankası müşteri hizmetleri sorunu çözemediler....... ,31 Mayıs 2020
https://www.sikayetim.com/detay/336946/vakifbank-ihtiyac-kredisi,Temel destek kredisi ile ilgili 50 gündür bekliyorum ve hiç bir cevap yok vakıfbankdan ziraatten biran önce çözüm istiyoruz lütfen ilgilensinler artık.... ,20 Mayıs 2020
https://www.sikayetim.com/detay/336644/yapi-kredi-bankasi-puan,Yapı Kredi bankasından biri süreli biri süresiz 2 tane 100 liralık hediye puanım vardı. 6 Nisan 2020 tarihinde bu puanları kullanarak alışveriş yaptım daha sonra aldigim ürünle ilgili bir sıkıntı yasadigimdan iade etmeye karar verdim bu esnada en az 3 defa yapı Kredi çağrı merkezi olan 4440444 u arayarak iadesi ve puanlarının geri iade durumunu  sordum müşte... ,30 Nisan 2020
https://www.sikayetim.com/detay/336490/vakifbank-hizmet-sifir,"7/24 müşteri hizmetlerini arıyorum iki gündür tam 57 dk hatta beklememe rağmen herhangi bir hizmet verilmemektedir. Şubeleri yine aynı gidiyorsunuz çalışanları lak lak tan müşteriye zamanları yok. Hızlı çözüm , müşteri memnuniyeti, hizmet hepsi sıfır.... ",19 Nisan 2020
https://www.sikayetim.com/detay/336383/denizbank-denizbank,Denizbank ticari hesabımından 2019 yılından itibaren nisan 2020'ye kadar toplu hesap işlem ücreti adı altında 250 tl kesildi. Geçmişe yönelik hangi banka kesinti yapıyorda siz yapıyorsunuz. Müşteri hizmetleri iade edemiyoruz diyor. Bankadaki temsilci başvuru yaptım hala onayda diyor. Kaç hafta oldu bekle bekle bir gelişme yok. Ben böyle dandik bir firma görm... ,11 Nisan 2020
https://www.sikayetim.com/detay/336313/teb-sigorta-magduriyeti,"Benim iznim olmadan çektiğim kredilere istinaden hesabımdan tahsilat yapılarak sigorta yapılmış ben iptal talebi oluşturdum. Fakat bana paramı iade etme konusunda sıkıntı yaşıyorum yapılan sigortalar hayat sigortası,benim evim sigortası şeklinde..Bir adet daha sigorta yapılmış para kesilmiş onunla ilgili hiç bir bilgiye ulaşamıyorlar..bu magduriyetimi gideri... ",06 Nisan 2020
https://www.sikayetim.com/detay/336205/garanti-bankasi-kampanya-adi-altinda-sahtekarlik,"26.03.2020 tarihinde 20 TL toplamda 80 TL bonus veren bir üye iş yerinden kampanyaya katılımda bulundum. İlk 125 TL üzeri alışverişimi o gün gerçekleştirdim ve kampanyaya katıldım. (5,99 TL katılım ücreti verdim üstelik ). Ertesi gün aynı iş yerinden başka bir kasasından 130 TL lik 2. Alışverişimi yaptım hem de neredeyse aynı ürünleri aldım bir gün önce ile.... ",29 Mart 2020
https://www.sikayetim.com/detay/336013/yapi-kredi-bankasi-yapi-kredi-40-tl-world-puani-yuklemedi,"02/01/2020 tarihinde Yapı Kredi Bankası tarafından gönderilen SMS'e istinaden, ocak ve şubat aylarında ayrı ayrı 3500 TL ve üzerinde harcama yaptım. Ocak ayı için 40-TL puan yüklenmişti, fakat Şubat ayı için 10/03/2020 tarihine kadar yüklenmesi gereken 40-TL world puan henüz yüklenmemiştir.  40-TL world puanın en kısa zamanda kartıma yüklenmesini istiyorum.... ",12 Mart 2020
https://www.sikayetim.com/detay/335868/halkbank-pos-ucreri,İş yerime pos için başvuru yapmıştım gelen giden olmadı. Ayrıca hesap kartı bile gelmedi ve ben hiç kullanmadım. Fakat şu an 1800 TL  olduğu söyleniyor 1 kuruşluk işlem yapılmış. Bu yüzden benden 1800 TL'lik bir meblağ ödememi yoksa ihtarname çekileceği söyleniyor böyle bir ödeme neden olur. Hem hesabım açılmadı ve normalde hesap açıldığında hesap kartı haml... ,27 Şubat 2020
https://www.sikayetim.com/detay/335648/teb-kredi-kartim-yasa-disi-kullanilmis-,"Kredi kartımla bilgim dışında, SMS doğrulaması dahi atlanarak yurt dışında tatil konaklama hizmeti dolandırıcılığı yapılmış. 
(20/01/2020 HOTELSCOM9005116713333 HOTELS.COM WAUS (Yurt dışı işlem tutarı USD.227,74) 1.352,53 TL)
Kredi kartı ekstremde durumu (28/01/2020) fark edince bankama harcama itirazını aynı gün yaptım.
Ama mezkur bankam hala sorumlulukl... ",11 Şubat 2020
https://www.sikayetim.com/detay/335380/yapi-kredi-bankasi-yapi-kredi-bankasi-rezaleti,"23/01/2020 Tarihli, Hatsu firmasına ait 6 adet otomatik ödeme, hatalı faturalandırma sebebiyle, tarafımca iptal edinmek istenmiş, ancak Yapı Kredi müşteri hizmetleri temsilcisi tarafından reddedilmiştir. Otomatik ödemelerde ""fatura atlat"" kısmı olmasına rağmen, nedense bu faturalarda buna izin verilmemiş ve hiç bir şekilde fatura iptaline izin verilmemiştir.... ",23 Ocak 2020
https://www.sikayetim.com/detay/335204/yapi-kredi-bankasi-kapatilan-kredi-karti,2019 Nisan ayında daha önce kesilmeyecek denilen üyelik aidatını kesilerek benim bu banka ile ilgili bütün işlemlerimde sonlanmasına sebeb olundu.Bu bankanın müşteri hizmetleri aranılarak gerekli bilgiler verildi.Sonuçta ben kredi kartını kapatığımı zannettim.2020 ocak ayı içinde e mailimde bu bankaya ait hesap kesim dökümlerini gördüm hala adıma ait 1000 tl... ,09 Ocak 2020
https://www.sikayetim.com/detay/335016/yapi-kredi-bankasi-yapi-kredi-bankasi,Yapı Kredi Bankası Antalya Lara şubesinde 100 bin TL krediye kefil olmuştum. Kredi için gks diye bir şeye imza attırdılar. Kredinin yarıdan fazlası ödendi 45 bin TL'si kaldı. Kefil olduğum kişi ödeme yapmıyor ben kalan borcu ödeyeyim diyorum banka benden 100 bin TL istiyor. Yani kısacası banka bana yanlış bilgi vererek beni kandırmış. Şube müdürü kandırdıkla... ,30 Aralık 2019
https://www.sikayetim.com/detay/334742/yapi-kredi-bankasi-puan-yuklenme-me,Yapı Kredi Bankası 5 30 Kasım tarihinde size özel 1200 TL harcama yapma şartıyla yüklemesi gereken 19 TL puanımı yüklenmemesii bundan sonra bir daha yapı kredinin ne olacağı bilinmeyen kampanya larına katilmayacagim...... ,17 Aralık 2019
https://www.sikayetim.com/detay/334542/akbank-uyelik-ucreti-iptali,"Akbank Axess sonu 3781 ile biten kartımdan 26/11/2019 tarihinde kesilen 134,50.- TL üyelik ücretinin tarafıma iadesini talep ediyorum. ??5464 sayılı banka kartları kanunu sözleşme genel şartlarını düzenleyen 24/4 maddesinde kart hamilinin yaptığı işlemler nedeni ile sözleşmede yer almayan faiz, komisyon veya masraf adları altında hiçbir suretle ödeme talep e... ",07 Aralık 2019
https://www.sikayetim.com/detay/334400/yapi-kredi-bankasi-yapikredi-odenmeyen-haksiz-borc,Sayin yapikredi bankası genel mudurluk defalarca her kanaldan size sikayet iletmeme rağmen adima acilan sahte kredi karti borcunun iade etmemenize halen sasiyorum Ayrica hakem heyeti aralicigla size gonderilen karar tutaniginda belirtildigi gibi bu imzanin bana ait olmadigi ve musterimizin finansal yonden ihtiyacinin giderildigi yonunde bilgi yer almaktadir ... ,30 Kasım 2019
https://www.sikayetim.com/detay/334084/garanti-bankasi-yillik-kart-kullanim-ucreti-alinmasi,Bankanızın yıllardır müşterisi olarak Bonus Kart kullanmakta olduğum kredi kartımdan kesilmiş olan 124TL kart ücretinin iadesini talep ediyorum. Garanti Bankası'na ait kredi kartımın aidatının iptalini/iadesini istiyorum. 4822 sayılı kanun ile değişik 4077 sayılı tüketicinin korunması hakkında kanunun sözleşmedeki haksız şartlar başlıklı 6. maddesi gereğince... ,14 Kasım 2019
https://www.sikayetim.com/detay/333736/halkbank-halkbankasi,Sultanbeyli Halkbank şubesinde çalışan xxxxx hanım bana verdiği yanlış bilgiler yüzünden dosyam avukata gitmiştir ve yapılandırma yaptım. Borcumu yapılandırma yaptığım halde avukata dosyayı göndererek işlem yapılmasını söylemiştir ve evime icra avukatları gelerek işlem yapacaklarını söylediler bunun üzerine Halkbank Sultanbeyli şubesi çalışanı xxxx hanımı ar... ,24 Ekim 2019
https://www.sikayetim.com/detay/333550/yapi-kredi-bankasi-yatirim-dunyamdan,Bu Yatırım Dunyasından Şikayetçiyim  Malıyetler Hesaplanamıyor. Alınan Satılan Hisseler Hesapta Gözukmuyor............... ,14 Ekim 2019
https://www.sikayetim.com/detay/333332/akbank-yillik-aidat,Kullanmadığım bir kartın yıllık kesilen aidatını ödemeyi reddediyorum. Paramın iadesini istiyorum.... ,02 Ekim 2019
https://www.sikayetim.com/detay/333159/halkbank-kart-ucreti,10 yillik halk bankasi müşterisiyim. Yasal olmayan kart aidatini almakta diretmesiyle benim icin bitik bir bankadir. Tutturabildigine yansitilan bu ucret meblasiyla degil halk bankasinin musterisinde kaybettirdigi guven duygusuyla onem arz ediyor.... ,21 Eylül 2019
https://www.sikayetim.com/detay/332911/vakifbank-yapilandirma,Konut kredisini yapilandirma yaptirmak istiyorum diger bankalarda yapilandirma yapilirken vakifbanktan cekmis oldugum konut kredisini yapilandirma yapamiyorum yapilmayacagini soyluyolar ama diger bankalar musterilerini yapilandirma yapmasina olanak sağlıyorlar.... ,10 Eylül 2019
https://www.sikayetim.com/detay/332651/halkbank-halkbank,Geçtiğimiz yıllarda maaş aldığımız banka olan Halk Bankasından başka bir bankaya geçince aidat ücreti alınmayan kredi kartımdan artık aidat alınacağını düşünerek iptal etmek istedim. Müşteri hizmetleri bana aidat alınmayacağını söyleyince kartı kullanmaya devam ettim ama 20 Ağustosta 65 TL civarında aidat ücreti yansıdığını gördüm. Durumu müşteri temsilcisin... ,30 Ağustos 2019
